whc_id;nombre;pais;categoria;criterios;lat;lon;n_componentes
823;Residences of the Royal House of Savoy;Italy;cultural;(i) (ii) (iv) (v);45.0725;7.68583;18
824;Padova botanical garden;Italy;cultural;(ii) (iii);45.39953;11.880682;1
825;Archaeological Area and the Patriarchal Basilica of Aquileia;Italy;cultural;(iii) (iv) (vi);45.7683;13.3675;3
826;Tino;Italy;cultural;(ii) (iv) (v);44.027222222222;9.8505555555556;5
827;Cathedral, Torre Civica and Piazza Grande, Modena;Italy;cultural;(i) (ii) (iii) (iv);44.64624;10.92568;1
828;Historic Centre of Urbino;Italy;cultural;(ii) (iv);43.725;12.63333;1
829;Herculaneum;Italy;cultural;(iii) (iv) (v);40.806111;14.3475;10
830;Amalfi Coast;Italy;cultural;(ii) (iv) (v);40.633333333333;14.6;1
831;Valle dei Templi;Italy;cultural;(i) (ii) (iii) (iv);37.28972222;13.59;2
832;Villa Romana del Casale;Italy;cultural;(i) (ii) (iii);37.364723;14.334553;1
833;Su Nuraxi di Barumini;Italy;cultural;(i) (iii) (iv);39.7028565;8.9998843;1
835;Medieval Town of Toruń;Poland;cultural;(ii) (iv);53.010277777778;18.604722222222;1
836;Volubilis;Morocco;cultural;(ii) (iii) (iv) (vi);34.0725;-5.5548;8
837;Medina of Tétouan;Morocco;cultural;(ii) (iv) (v);35.5710625;-5.3664659;1
839;Alexander von Humboldt National Park;Cuba;natural;(ix) (x);20.496745;-74.857897;1
840;Viñales Valley;Cuba;cultural;(iv);22.616666666667;-83.716666666667;1
841;Castillo de San Pedro de la Roca;Cuba;cultural;(iv) (v);19.968705555556;-75.8703;1
842;Paestum;Italy;cultural;(iii) (iv);40.422631;15.005569;6
846;Classical Weimar;Germany;cultural;(iii) (vi);50.98333333;11.31666667;2
847;Malbork Castle;Poland;cultural;(ii) (iii) (iv);54.039722222222;19.027777777778;1
848;Khirokitia;Cyprus;cultural;(ii) (iii) (iv);34.796725;33.343719444444;1
849;Troy;Turkey;cultural;(ii) (iii) (vi);39.9575;26.238888888889;2
850;Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab);Lebanon;cultural;(iii) (iv);34.282944;35.951611;4
852;Vecrīga;Latvia;cultural;(i) (ii);56.9485;24.1082;1
853;Early Christian Necropolis of Pécs;Hungary;cultural;(iii) (iv);46.074444444444;18.227777777778;1
854;East Rennell;Solomon Islands;natural;(ix);-11.683327777778;160.33332777778;1
855;Béguinages in Flanders;Belgium;cultural;(ii) (iii) (iv);51.030972222222;4.47375;15
856;lifts on the old Canal du Centre;Belgium;cultural;(iii) (iv);50.4714;4.0945;1
857;Grand-Place;Belgium;cultural;(ii) (iv);50.84670775;4.35253815;1
859;Holy Trinity Column in Olomouc;Czech Republic;cultural;(i) (iv);49.59402;17.250492;1
860;Kroměříž Castle;Czech Republic;cultural;(ii) (iv);49.300277777778;17.393055555556;3
861;Holašovice;Czech Republic;cultural;(ii) (iv);48.966666666667;14.266666666667;1
862;Tlacotalpan;Mexico;cultural;(ii) (iv);18.613025;-95.656273611111;1
863;Historic Centre of Santa Ana de los Ríos de Cuenca;Ecuador;cultural;(ii) (iv) (v);-2.8979;-79.0049;1
865;Old Town of Lviv;Ukraine;cultural;(ii);49.84166667;24.03194444;1
866;Prehistoric Rock-Art Site of the Côa Valley and Siega Verde;Spain;cultural;(i) (iii);40.6975;-6.66111;20
867;Ir.D.F. Woudagemaal;Netherlands;cultural;(i) (ii) (iv);52.845833333333;5.6788888888889;1
868;Notre-Dame d'Amiens;France;cultural;(i) (ii) (iv) (vi);49.89457;2.3021;77
870;Heijō Palace;Japan;cultural;(ii) (iii) (iv) (vi);34.69111111;135.79555556;8
871;Naval City of Karlskrona;Sweden;cultural;(ii) (iv);56.166666666667;15.583333333333;1
872;Vieux Lyon;France;cultural;(ii) (iv);45.763056;4.828056;1
873;Provins;France;cultural;(ii) (iv);48.559722222222;3.2988888888889;2
874;Abrigo de Eudoviges;Spain;cultural;(iii);41.05219;-0.67725;755
875;Mausoleum of Centcelles;Spain;cultural;(ii) (iii);41.155781;1.226134;19
876;University and Historic Precinct of Alcalá de Henares;Spain;cultural;(ii) (iv) (vi);40.482925;-3.363131;1
877;Auckland Islands;New Zealand;natural;(ix) (x);-50.7;166.1;6
880;Summer Palace;People's Republic of China;cultural;(i) (ii) (iii);39.9975;116.2689;3
881;Temple of Heaven;People's Republic of China;cultural;(i) (ii) (iii);39.8822;116.4066;1
883;El Fuerte de Samaipata;Bolivia;cultural;(ii) (iii);-18.178355555556;-63.818988888889;1
884;Sasso Corbaro Castle;Switzerland;cultural;(iv);46.18816;9.03002;4
885;Shahrisabz;Uzbekistan;cultural;(iii) (iv);39.05;66.833333333333;1
886;Merv;Turkmenistan;cultural;(ii) (iii);37.662777777778;62.1925;1
887;Kuk Swamp;Papua New Guinea;cultural;(iii) (iv);-5.7825;144.33;1
889;Desembarco del Granma National Park;Cuba;natural;(vii) (viii);19.883333;-77.633333;1
890;Historic Centre of the Town of Diamantina;Brazil;cultural;(ii) (iv);-18.23333333;-43.6;1
892;Pau Brasil National Park;Brazil;natural;(ix) (x);-16.4975;-39.264444444444;9
893;Atlantic Forest South-East Reserves;Brazil;natural;(vii) (ix) (x);-24.166666666667;-48.0;21
895;Historic Fortified Town of Campeche;Mexico;cultural;(ii) (iv);19.84722222;-90.54166667;1
896;Museum Island;Germany;cultural;(ii) (iv);52.521388888889;13.395555555556;1
897;Wartburg;Germany;cultural;(iii) (vi);50.966111111111;10.306388888889;1
898;High Coast;Sweden;natural;(viii);63.0;18.416667;7
899;Beemster;Netherlands;cultural;(i) (ii) (iv);52.55;4.9278;1
900;Bolshoy Tkhach Nature Park;Russia;natural;(ix) (x);44.0528;40.4;4
901;Litomyšl Chateau;Czech Republic;cultural;(ii) (iv);49.873437833333;16.312648833333;1
902;Church on the Hill;Romania;cultural;(iii) (v);46.21764;24.7906;2
904;Church of the Archangels Michael and Gabriel;Romania;cultural;(iv);47.596982479653;23.764494257119;9
905;Kalwaria Zebrzydowska park;Poland;cultural;(ii) (iv);49.860319444444;19.670719444444;1
906;Piatra Roșie Dacian fortress;Romania;cultural;(ii) (iii) (iv);45.602264;23.147403;7
907;Hadrian's Villa;Italy;cultural;(i) (ii) (iii);41.941944;12.775278;1
908;Aeolian Islands;Italy;natural;(viii);38.496666666667;14.935833333333;1
910;Brimstone Hill Fortress National Park;Saint Kitts and Nevis;cultural;(iii) (iv);17.347;-62.836;2
911;Wuyi Mountains;People's Republic of China;mixto;(iii) (vi) (vii) (x);27.716667;117.683333;2
912;Dazu Rock Carvings;People's Republic of China;cultural;(i) (ii) (iii);29.713333333333;105.70694444444;6
913;Shrines and Temples of Nikkō;Japan;cultural;(i) (iv) (vi);36.7475;139.6105556;2
914;iSimangaliso Wetland Park;South Africa;natural;(vii) (ix) (x);-27.8389;32.55;3
915;Makapansgat;South Africa;cultural;(iii) (vi);-24.158611111111;29.176944444444;5
916;Robben Island;South Africa;cultural;(iii) (vi);-33.805;18.37;1
917;Greater Blue Mountains Area;Australia;natural;(ix) (x);-33.7;150.0;1
922;Rani ki vav;India;cultural;(i) (iv);23.85892;72.10162;1
925;Bhimbetka rock shelters;India;cultural;(iii) (v);22.93863333;77.61438056;1
928;Area de Conservación Guanacaste World Heritage Site;Costa Rica;natural;(ix) (x);10.85;-85.61666667;2
929;San Cristóbal de La Laguna;Spain;cultural;(ii) (iv);28.485277777778;-16.316666666667;1
930;Palmeral of Elche;Spain;cultural;(ii) (v);38.264444444444;-0.69083333333333;2
931;Eggenberg Castle, Graz;Austria;cultural;(ii) (iv);47.0739;15.3913;3
932;Jurisdiction of Saint-Emilion;France;cultural;(iii) (iv);44.894722222222;0.15527777777778;1
933;The Loire Valley between Sully-sur-Loire and Chalonnes;France;cultural;(i) (ii) (iv);47.21629;0.06218;2
934;Laurisilva of Madeira;Portugal;natural;(ix) (x);32.76666667;-17.0;1
936;Cueva de las Manos;Argentina;cultural;(iii);-47.15;-70.666666666667;1
937;Valdes Peninsula;Argentina;natural;(x);-42.5;-63.933333;1
938;Sukur;Nigeria;cultural;(iii) (v) (vi);10.740555555556;13.571666666667;1
939;Xochicalco;Mexico;cultural;(iii) (iv);18.804305555556;-99.296638888889;1
940;Historic Inner City of Paramaribo;Suriname;cultural;(ii) (iv);5.826;-55.15387;2
941;Mycenae;Greece;cultural;(i) (ii) (iii) (iv) (vi);37.730833333333;22.756111111111;4
942;Monastery of Saint John the Theologian;Greece;cultural;(iii) (iv) (vi);37.309188888889;26.548052777778;2
943;Belfry of Nieuwpoort;Belgium;cultural;(ii) (iv);51.12917;2.75208;65
944;Nilgiri Mountain Railway;India;cultural;(ii) (iv);11.344316666667;76.791944444444;3
945;Chhatrapati Shivaji Maharaj Terminus;India;cultural;(ii) (iv);18.9398;72.8355;1
948;Hoi An Ancient Town;Vietnam;cultural;(ii) (v);15.877135;108.328631;2
949;Mỹ Sơn;Vietnam;cultural;(ii) (iii);15.76324;108.124446;1
950;Ambohimanga;Madagascar;cultural;(iii) (iv) (vi);-18.759167;47.562778;1
951;Hin Nam No National Protected Area;Laos;natural;(viii) (ix) (x);17.4583;105.9333;3
954;Saint Catherine Area;Egypt;cultural;(i) (iii) (iv) (vi);28.55623;33.97543;1
955;Lorentz National Park;Indonesia;natural;(viii) (ix) (x);-4.75;137.833333;2
956;Island of Saint-Louis;Senegal;cultural;(ii) (iv);16.014796;-16.488762;4
958;Palace of the Shirvanshahs;Azerbaijan;cultural;(iv);40.366111111111;49.833333333333;4
959;Historic Quarter of the Seaport City of Valparaíso;Chile;cultural;(iii);-33.04063889;-71.628;1
960;Monastery of Geghard and the Upper Azat Valley;Armenia;cultural;(ii);40.15889;44.79667;1
963;Šibenik Cathedral;Croatia;cultural;(i) (ii) (iv);43.735555555556;15.889166666667;1
965;Rietveld Schröder House;Netherlands;cultural;(i) (ii);52.085333;5.147597;1
966;Ischigualasto / Talampaya Natural Parks;Argentina;natural;(viii);-29.8;-67.833333;1
967;Noel Kempff Mercado National Park;Bolivia;natural;(ix) (x);-14.23028;-60.84667;1
968;Southern Öland cultural landscape;Sweden;cultural;(iv) (v);56.466667;16.55;1
970;Wachau;Austria;cultural;(ii) (iv);48.36444;15.43417;1
971;Church of Chonchi;Chile;cultural;(ii) (iii);-42.624119;-73.77367;17
972;Tamaudun;Japan;cultural;(ii) (iii) (vi);26.21833333;127.71472222;9
973;Bardejov Town Conservation Reserve;Slovakia;cultural;(iii) (iv);49.29333;21.27917;1
974;Reichenau Island;Germany;cultural;(iii) (iv) (vi);47.693055555556;9.0630555555556;1
975;Zollverein Coal Mine Industrial Complex;Germany;cultural;(ii) (iii);51.4865;7.04408;1
976;Namsan;South Korea;cultural;(ii) (iii);35.76805556;129.22555556;7
977;Gochang, Hwasun and Ganghwa Dolmen Sites;South Korea;cultural;(iii);34.96667;126.92917;4
978;Corfu;Greece;cultural;(iv);39.623888888889;19.921388888889;2
980;Qazan Kremlin;Russia;cultural;(ii) (iii) (iv);55.797442;49.10724;1
981;Bolgar Historical and Archaeological Complex;Russia;cultural;(ii) (vi);54.97889;49.05639;1
982;Ferapontov Monastery;Russia;cultural;(i) (iv);59.956388888889;38.5675;1
983;St. George's historic town;United Kingdom;cultural;(iv);32.37947;-64.67789;26
984;Blaenavon Industrial Landscape;United Kingdom;cultural;(iii) (iv);51.770277777778;-3.0922222222222;1
985;Sehlabathebe National Park;Lesotho;mixto;(i) (iii) (vii) (x);-29.9;29.11666667;6
986;University City of Caracas;Venezuela;cultural;(i) (iv);10.490833333333;-66.890555555556;1
987;Roman Walls of Lugo;Spain;cultural;(iv);43.014194444444;-7.5598888888889;1
988;Sant Climent de Taüll;Spain;cultural;(ii) (iv);42.517222222222;0.84833333333333;10
989;Atapuerca;Spain;cultural;(iii) (v);42.350092;-3.519466;1
990;Town of Assisi, San Damiano, Eremo delle Carceri, Santuario di Rivotorto and cultural landscape;Italy;cultural;(i) (ii) (iii) (iv) (vi);43.07111;12.61472;3
993;Historic Centre of the Town of Goiás;Brazil;cultural;(ii) (iv);-15.93328;-50.13336;1
994;Curonian Spit;Lithuania;cultural;(v);55.274444444444;20.970833333333;2
995;estancia of Alta Gracia;Argentina;cultural;(ii) (iv);-31.6575;-64.435;8
996;Historic Centre of Brugge;Belgium;cultural;(ii) (iv) (vi);51.20891;3.22527;1
998;Anavilhanas National Park;Brazil;natural;(vii) (ix) (x);-2.39472222;-60.92055556;3
999;;Brazil;natural;(vii) (ix) (x);-17.4;-57.5;3
1000;Rocas Atoll;Brazil;natural;(vii) (ix) (x);-3.8663888888889;-33.801944444444;4
1001;Qingchengshan-Dujiangyan National Park;People's Republic of China;cultural;(ii) (iv) (vi);30.9068;103.5679;1
1002;Ancient Villages in Southern Anhui - Xidi and Hongcun;People's Republic of China;cultural;(iii) (iv) (v);29.90444444;117.9875;3
1003;Longmen Grottoes;People's Republic of China;cultural;(i) (ii) (iii);34.555555555556;112.46972222222;1
1004;Eastern Qing Tombs;People's Republic of China;cultural;(i) (ii) (iii) (iv) (vi);40.193333333333;117.65111111111;17
1005;Hôtel van Eetvelde;Belgium;cultural;(i) (ii) (iv);50.847167;4.380389;5
1006;Neolithic flint mines of Spiennes;Belgium;cultural;(i) (iii) (iv);50.419988888889;3.982575;1
1007;Cederberg;South Africa;natural;(ix) (x);-32.3333;19.0833;13
1008;Guantánamo;Cuba;cultural;(iii) (iv);20.138333;-75.206111;8
1009;Tournai Cathedral;Belgium;cultural;(ii) (iv);50.606502;3.388903;1
1010;Land of Frankincense;Oman;cultural;(iii) (iv);18.253333333333;53.647591666667;5
1011;Shoghakat Church;Armenia;cultural;(ii) (iii);40.168104;44.304876;5
1012;Kinabalu Park;Malaysia;natural;(ix) (x);6.15;116.65;1
1013;Gunung Mulu National Park;Malaysia;natural;(vii) (viii) (ix) (x);4.0425;114.8125;1
1014;Niah National Park;Malaysia;cultural;(iii) (v);3.813889;113.781389;1
1016;Historic Centre of Arequipa;Peru;cultural;(i) (iv);-16.4;-71.533333333333;1
1017;Central Suriname Nature Reserve;Suriname;natural;(ix) (x);4.0;-56.5;1
1018;House of the Virgin Mary;Turkey;cultural;(iii) (iv) (vi);37.911527777778;27.333972222222;24
1021;Tsodilo;Botswana;cultural;(i) (iii) (vi);-18.771666666667;21.754166666667;1
1022;Kasubi Tombs;Uganda;cultural;(i) (iii) (iv) (vi);0.32916666666667;32.553333333333;1
1023;Wrangel Island;Russia;natural;(ix) (x);71.233333333333;-179.4;2
1024;Caltagirone;Italy;cultural;(i) (ii) (iv) (v);37.233333333333;14.516666666667;16
1025;Villa d'Este;Italy;cultural;(i) (ii) (iii) (iv) (vi);41.9625;12.796111111111;1
1026;Val d'Orcia;Italy;cultural;(iv) (vi);43.066666666667;11.55;1
1027;Falun Mine;Sweden;cultural;(ii) (iii) (iv) (v);60.604722222222;15.630833333333;2
1028;Saltaire;United Kingdom;cultural;(ii) (iv);53.83717;-1.79026;1
1029;Orcombe Rocks to Chit Rocks, Sidmouth;United Kingdom;natural;(viii);50.660277777778;-3.2773333333333;9
1030;Derwent Valley Mills;United Kingdom;cultural;(ii) (iv);53.108;-1.556;1
1031;Historic Centre of Guimarães and Couros Zone;Portugal;cultural;(ii) (iii) (iv) (v);41.445157;-8.290838;2
1033;Historic Centre of Vienna;Austria;cultural;(ii) (iv) (vi);48.2084;16.3722;1
1035;Cerrado;Brazil;natural;(ix) (x);-14.005693888889;-47.684611111111;6
1037;Jungfrau-Aletsch protected area;Switzerland;natural;(vii) (viii) (ix);46.5;8.033333;2
1039;Yungang Grottoes;People's Republic of China;cultural;(i) (ii) (iii) (iv);40.109722222222;113.12222222222;1
1040;Masada;Israel;cultural;(iii) (iv) (vi);31.315555555556;35.353888888889;1
1042;Acre;Israel;cultural;(ii) (iii) (v);32.926111111111;35.083888888889;1
1044;Aranjuez Cultural Landscape;Spain;cultural;(ii) (iv);40.0364;-3.60934;1
1046;Alto Douro Wine Region;Portugal;cultural;(iii) (iv) (v);41.1657453;-7.5177429;1
1052;Villa Tugendhat;Czech Republic;cultural;(ii) (iv);49.207222222222;16.615833333333;1
1053;Wooden churches of Southern Lesser Poland;Poland;cultural;(iii) (iv);49.630591;21.186051;9
1054;Churches of Peace;Poland;cultural;(iii) (iv) (vi);51.053914;16.189041;3
1055;Lamu;Kenya;cultural;(ii) (iv) (vi);-2.2686111111111;40.900277777778;2
1056;Mahabodhi Temple;India;cultural;(i) (ii) (iii) (iv) (vi);24.696004;84.991358;1
1058;Mazagan;Morocco;cultural;(ii) (iv);33.25656111;-8.502475;1
1060;Lake Elmenteita;Kenya;natural;(vii) (ix) (x);-0.446;36.244;5
1061;Calakmul;Mexico;mixto;(i) (ii) (iii) (iv) (ix) (x);18.105;-89.810555555556;2
1063;Tokaj wine region;Hungary;cultural;(iii) (v);48.15;21.35;8
1066;Rhine Gorge;Germany;cultural;(ii) (iv) (v);50.1736;7.6941694444444;1
1067;historic center of Stralsund;Germany;cultural;(ii) (iv);54.3025;13.08528;3
1068;Sacro Monte di Oropa;Italy;cultural;(ii) (iv);45.624614;7.981322;10
1070;Citadel, Ancient City and Fortress Buildings of Derbent;Russia;cultural;(iii) (iv);42.05297;48.29719;2
1073;Zuma;Sudan;cultural;(i) (ii) (iii) (iv) (vi);18.36666667;31.75;6
1076;Gobustan State Historical and Cultural Reserve;Azerbaijan;cultural;(iii);40.10555556;49.38888889;2
1077;Takht-e Soleyman;Iran;cultural;(i) (ii) (iii) (iv) (vi);36.604722222222;47.234166666667;1
1078;Jewish Quarter of Třebíč;Czech Republic;cultural;(ii) (iii);49.216778;15.873361;5
1079;Santiago de Jalpan mission;Mexico;cultural;(ii) (iii);21.2044;-99.4641;6
1081;Orkhon Valley;Mongolia;cultural;(ii) (iii) (iv);47.556666666667;102.83138888889;4
1083;Three Parallel Rivers National Park;People's Republic of China;natural;(vii) (viii) (ix) (x);27.895;98.406388888889;1
1084;Kew Gardens;United Kingdom;cultural;(ii) (iii) (iv);51.478888888889;-0.29361111111111;2
1087;Town Hall and Roland on the Marketplace of Bremen;Germany;cultural;(iii) (iv) (vi);53.07597222;8.807472222;3
1090;Monte San Giorgio site fossils;Italy;natural;(viii);45.889252;8.914621;5
1091;Goguryeo tombs;North Korea;cultural;(i) (ii) (iii) (iv);38.863055555556;125.415;13
1093;Umm ar-Rasas;Jordan;cultural;(i) (iv) (vi);31.499722222222;35.919722222222;1
1094;Purnululu National Park;Australia;natural;(vii) (viii);-17.448789;128.546055;1
1096;White City;Israel;cultural;(ii) (iv);32.077777777778;34.773888888889;1
1097;Novodevichy Convent;Russia;cultural;(i) (iv) (vi);55.725972222222;37.556583333333;1
1099;Mapungubwe Cultural Landscape;South Africa;cultural;(ii) (iii) (iv) (v);-22.211667;29.387889;2
1100;Tijuca Forest;Brazil;cultural;(v) (vi);-22.963;-43.245;6
1101;Champaner-Pavagadh Archaeological Park;India;cultural;(iii) (iv) (v) (vi);22.483333333333;73.533333333333;13
1102;Saryarka – Steppe and Lakes of Northern Kazakhstan;Kazakhstan;natural;(ix) (x);50.433333333333;69.188888888889;2
1103;Mausoleum of Khoja Ahmed Yasawi;Kazakhstan;cultural;(i) (iii) (iv);43.2976445;68.2710419;1
1106;Pasargadae;Iran;cultural;(i) (ii) (iii) (iv);30.2;53.179444444444;1
1107;Incense Route – Desert Cities in the Negev;Israel;cultural;(iii) (v);31.0975;34.657777777778;5
1108;Tel Megiddo;Israel;cultural;(ii) (iii) (iv) (vi);32.585277777778;35.184444444444;5
1110;A-Ma Temple;People's Republic of China;cultural;(ii) (iii) (iv) (vi);22.186111;113.531139;24
1111;Honghe Hani Rice Terraces;People's Republic of China;cultural;(iii) (v);23.117187;102.7377;1
1112;Kaiping Diaolou and Villages;People's Republic of China;cultural;(ii) (iii) (iv);22.261814;112.520782;5
1113;Fujian Tulou sites;People's Republic of China;cultural;(iii) (iv) (v);24.6587;116.975;11
1114;Yinxu;People's Republic of China;cultural;(ii) (iii) (iv) (vi);36.1225;114.31861111111;1
1115;New Caledonia Barrier Reef;France;natural;(vii) (ix) (x);-20.411944444444;164.56638888889;7
1116;Quebrada de Humahuaca;Argentina;cultural;(ii) (iv) (v);-23.1;-65.33333;2
1117;Landscape of the Pico Island Vineyard Culture;Portugal;cultural;(iii) (iv);38.51333333;-28.54111111;4
1118;Osun-Osogbo Grove;Nigeria;cultural;(ii) (iii) (vi);7.75491;4.550625;2
1121;Colombian coffee growing axis;Colombia;cultural;(v) (vi);4.9026326791538;-75.617014706005;7
1127;Muskau Park;Poland;cultural;(i) (iv);51.547559;14.723229;3
1130;Assur;Iraq;cultural;(iii) (iv);35.456666666667;43.2625;1
1131;Royal Exhibition Building and Carlton Gardens;Australia;cultural;(ii);-37.80611111;144.9702778;2
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Spain;natural;(ix);49.0;15.0;147
1134;Grimeton VLF transmitter;Sweden;cultural;(ii) (iv);57.113983;12.404417;1
1135;Capital Cities and Tombs of the Ancient Koguryo Kingdom;People's Republic of China;cultural;(i) (ii) (iii) (iv) (v);41.15694444;126.18722222;6
1136;Luis Barragán House and Studio;Mexico;cultural;(i) (ii);19.41111111;-99.1925;1
1137;Cultural Reserve of Kernavė;Lithuania;cultural;(iii) (iv);54.880555555556;24.841666666667;1
1138;Coiba;Panama;natural;(ix) (x);7.48;-81.79;1
1139;Tomb of Askia;Mali;cultural;(ii) (iii) (iv);16.289722;-0.044444;1
1140;Koutammakou;Togo;cultural;(v) (vi);10.1;1.0666666666667;4
1141;Sarazm;Tajikistan;cultural;(ii) (iii);39.516666666667;67.566666666667;2
1142;Kumano Hayatama Taisha;Japan;cultural;(ii) (iii) (iv) (vi);33.732086;135.983605;25
1143;Vega Archipelago;Norway;cultural;(v);65.633333333333;11.9;1
1145;Tamgaly;Kazakhstan;cultural;(iii);43.803333333333;75.535;1
1147;Ecosystem and Relict Cultural Landscape of Lopé-Okanda;Gabon;mixto;(iii) (iv) (ix) (x);-0.5;11.5;1
1149;Ilulissat Icefjord;Greenland;natural;(vii) (viii);69.15;-49.55;1
1150;Liverpool Maritime Mercantile City;United Kingdom;cultural;(ii) (iii) (iv);53.406667;-2.994444;1
1152;Thingvellir National Park;Iceland;cultural;(iii) (vi);64.258055555556;-21.125;1
1153;The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape;France;cultural;(iii) (v);44.2203;3.4731;2
1155;Old town of Regensburg with Stadtamhof;Germany;cultural;(ii) (iii) (iv);49.01956;12.09839;2
1156;Dresden Elbe Valley;Germany;cultural;;51.0498;13.8132;1
1158;Necropolis Banditaccia;Italy;cultural;(i) (iii) (iv);42.006;12.099595;5
1160;Madriu-Perafita-Claror Valley;Andorra;cultural;(v);42.492147;1.594426;1
1161;Pitons;Saint Lucia;natural;(vii) (viii);13.807083333333;-61.070361111111;1
1162;Vredefort crater;South Africa;natural;(viii);-26.816666666667;27.416666666667;6
1165;Centennial Hall;Poland;cultural;(i) (ii) (iv);51.106944444444;17.077222222222;1
1167;Bukit Barisan Selatan National Park;Indonesia;natural;(vii) (ix) (x);-5.25;104.16666667;4
1170;historical centre of Yaroslavl;Russia;cultural;(ii) (iv);57.623611;39.8875;1
1174;Chiribiquete National Park;Colombia;mixto;(iii) (ix) (x);0.700607;-72.8054;1
1178;Humberstone and Santa Laura Saltpeter Works;Chile;cultural;(ii) (iii) (iv);-20.208333333333;-69.794444444444;2
1179;Glarus thrust;Switzerland;natural;(viii);46.91667;9.25;1
1181;reconstructed center of Le Havre;France;cultural;(ii) (iv);49.4891;0.115222;1
1182;San Pedro Mártir Island;Mexico;natural;(vii) (ix) (x);28.38027778;-112.30694444;15
1183;Kondoa Rock Art Sites;Tanzania;cultural;(iii) (vi);-4.72444;35.83389;1
1185;Museum Plantin-Moretus;Belgium;cultural;(ii) (iii) (iv) (vi);51.218294444444;4.3981638888889;1
1186;Wadi Al-Hitan;Egypt;natural;(viii);29.270833333333;30.043888888889;1
1187;Struve Geodetic Arc;Norway;cultural;(ii) (iii) (vi);52.289444444444;25.649444444444;46
1188;Soltaniyeh Dome;Iran;cultural;(ii) (iii) (iv);36.433804548427;48.795942720465;2
1189;Harar Jugol, the Fortified Historic Town;Ethiopia;cultural;(ii) (iii) (iv) (v);9.3091;42.1372;1
1192;Qal’at al Bahrain;Bahrain;cultural;(ii) (iii) (iv);26.233611111111;50.520555555556;3
1193;Shiretoko;Japan;natural;(ix) (x);43.933333333333;144.95;1
1194;Pura Ulun Danu Batur;Indonesia;cultural;(ii) (iii) (v) (vi);-8.25444444;115.33611111;10
1195;Geirangerfjord;Norway;natural;(vii) (viii);62.094444444444;7.0805555555556;3
1196;Nesvizh Castle;Belarus;cultural;(ii) (iv) (vi);53.222877777778;26.691736111111;2
1199;Konye-Urgench;Turkmenistan;cultural;(ii) (iii);42.316666666667;59.158611111111;1
1200;Epipolae, Achradina, Tyche and Neapolis, Euryalus Castle, Dionysian fortiﬁcations and the Scala Greca area;Italy;cultural;(ii) (iii) (iv) (vi);37.09583;15.225;6
1201;Mulanje Massif;Malawi;cultural;(iii) (vi);-15.9;35.65;1
1202;Historic Centre of Cienfuegos;Cuba;cultural;(ii) (iv);22.14555556;-80.43638889;1
1203;Central Highlands of Sri Lanka;Sri Lanka;natural;(ix) (x);7.45245;80.8021;4
1207;Aflaj Irrigation System of Oman;Oman;cultural;(v);22.998889;57.536056;6
1208;Bam;Iran;cultural;(ii) (iii) (iv) (v);29.106111111111;58.356944444444;3
1209;Agave Landscape and Ancient Industrial Facilities of Tequila;Mexico;cultural;(ii) (iv) (v) (vi);20.628286;-103.769989;3
1211;Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli;Italy;cultural;(ii) (iv);44.412222222222;8.9311111111111;1
1213;Sichuan Giant Panda Sanctuaries;People's Republic of China;natural;(x);30.833333333333;103.0;1
1214;Sewell;Chile;cultural;(ii);-34.085;-70.3825;1
1215;Cornwall and West Devon Mining Landscape;United Kingdom;cultural;(ii) (iii) (iv);50.136111111111;-5.3836111111111;11
1216;Malpelo Fauna and Flora Sanctuary;Colombia;natural;(vii) (ix);4.0;-81.6;1
1217;Vizcaya Bridge;Spain;cultural;(i) (ii);43.323055555556;-3.0169444444444;1
1220;Bahá'í World Centre buildings;Israel;cultural;(iii) (vi);32.81378;34.98655;1
1221;Fort Henry;Canada;cultural;(i) (iv);44.230263888889;-76.459680555556;7
1222;Behistun;Iran;cultural;(ii) (iii);34.388222222222;47.434361111111;1
1223;Malacca;Malaysia;cultural;(ii) (iii) (iv);2.1888888888889;102.25111111111;3
1224;Preah Vihear Temple;Cambodia;cultural;(i);14.390555555556;104.68027777778;1
1225;Ruins of Loropéni;Burkina Faso;cultural;(iii);10.310277777778;-3.5630555555556;1
1226;Stone Circles of Senegambia;The Gambia;cultural;(i) (iii);13.7;-14.866666666667;12
1227;Aapravasi Ghat;Mauritius;cultural;(vi);-20.158611;57.503056;1
1229;Krak des Chevaliers;Syria;cultural;(ii) (iv) (vi);34.756944444444;36.294722222222;3
1230;Sulaiman-Too;Kyrgyzstan;cultural;(iii) (vi);40.529444444444;72.783333333333;2
1231;Sacred Mijikenda Kaya Forests;Kenya;cultural;(iii) (v) (vi);-3.9319444444444;39.596111111111;9
1234;Putorana Plateau;Russia;natural;(vii) (ix);69.0;93.0;1
1236;León Cathedral;Nicaragua;cultural;(ii) (iv);12.434997222222;-86.878097222222;2
1237;Marmolada;Italy;natural;(vii) (viii);46.424444444444;11.85;11
1239;Weiße Stadt;Germany;cultural;(ii) (iv);52.56916667;13.35277778;7
1240;Stari Grad Plain;Croatia;cultural;(ii) (iii) (v);43.181666666667;16.638611111111;1
