whc_id;nombre;pais;categoria;lat;lon
1246;Iwami Ginzan Silver Mine;Japan;cultural;35.107222;132.4375
1246;Iwami Ginzan Silver Mine;Japan;cultural;35.107222;132.4375
304;Canadian Rocky Mountain Parks World Heritage Site;Canada;natural;51.424722222222;-116.47972222222
304;Canadian Rocky Mountain Parks World Heritage Site;Canada;natural;51.424722222222;-116.47972222222
870;Heijō Palace;Japan;cultural;34.69111111;135.79555556
4;L'Anse aux Meadows;Canada;cultural;51.595266666667;-55.531222222222
4;L'Anse aux Meadows;Canada;cultural;51.595266666667;-55.531222222222
71;Dinosaur Provincial Park;Canada;natural;50.7617;-111.485
256;Wood Buffalo National Park;Canada;natural;59.3833;-112.983
24;Nahanni National Park Reserve;Canada;natural;61.5971;-125.852
530;Delos;Greece;cultural;37.38948;25.26904
530;Delos;Greece;cultural;37.39121;25.27122
669;León Cathedral;Spain;cultural;42.59944444;-5.56666667
1187;Struve Geodetic Arc;Norway;cultural;52.289444444444;25.649444444444
1195;Geirangerfjord;Norway;natural;62.094444444444;7.0805555555556
661;Himeji Castle;Japan;cultural;34.839444444444;134.69361111111
776;Itsukushima Shrine;Japan;cultural;34.29577;132.320105
1495;Hidden Christian Sites in the Nagasaki Region;Japan;cultural;32.802222;128.903889
1560;Madinat Al-Zahra;Spain;cultural;37.886080468889;-4.8677854722573
669;Castle of Xabier;Spain;cultural;42.594027777778;-1.2158333333333
669;Casa de la Misericordia de Pamplona;Spain;cultural;42.8086427;-1.6481812
310;Cave of Altamira;Spain;cultural;43.376944444444;-4.11975
310;Cave of Altamira;Spain;cultural;43.38333;-4.11667
310;Cave of Altamira;Spain;cultural;43.376944444444;-4.11975
310;Cave of Altamira;Spain;cultural;43.38333;-4.11667
669;Santa Colomba de Somoza;Spain;cultural;42.4425;-6.2425
312;La Foncalada;Spain;cultural;43.36530556;-5.84605556
669;Hospital de los Reyes Católicos;Spain;cultural;42.881388888889;-8.5458333333333
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Spain;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Spain;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Spain;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Spain;natural;49.0;15.0
58;Urnes Stave Church;Norway;cultural;61.298055555556;7.3225
695;Roskilde Cathedral;Denmark;cultural;55.642669444444;12.080308333333
59;Bryggen;Norway;cultural;60.3975;5.3233333333333
1484;Hashima Island;Japan;cultural;32.627777777778;129.73833333333
1535;Sacred Island of Okinoshima and Associated Sites in the Munakata Region;Japan;cultural;34.245;130.1056
1142;Kumano Hayatama Taisha;Japan;cultural;33.732086;135.983605
264;Batalha Monastery;Portugal;cultural;39.659166666667;-8.8261111111111
757;Skellig Michael;Ireland;cultural;51.771111111111;-10.540555555556
659;Brú na Bóinne;Ireland;cultural;53.69284;-6.44932
669;Cathedral of Santiago de Compostela;Spain;cultural;42.880555555556;-8.5444444444444
669;Citadel of Pamplona;Spain;cultural;42.81194444;-1.64916667
320;Casa Milà;Spain;cultural;41.395277777778;2.1616666666667
414;Teotihuacan;Mexico;cultural;19.6925;-98.843888888889
400;;Hungary;cultural;47.51056;19.0713
430;Antonine Wall;United Kingdom;cultural;55.967;-4.067
422;Lake District;United Kingdom;cultural;54.5;-3.1666666666667
308;Yosemite National Park;United States;natural;37.7425;-119.5375
442;Monticello;United States;cultural;38.010305555556;-78.452333333333
625;Mir Castle Complex;Belarus;cultural;53.451266666667;26.472894444444
1260;Mehmed Paša Sokolović Bridge;Bosnia and Herzegovina;cultural;43.78248;19.28794
856;lifts on the old Canal du Centre;Belgium;cultural;50.4714;4.0945
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Belgium;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Belgium;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Belgium;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Belgium;natural;49.0;15.0
85;Lascaux;France;cultural;45.049166666667;1.1761111111111
1707;Marquesas Islands;France;mixto;-8.9;-139.6
1496;Solomon R. Guggenheim Museum;United States;cultural;40.783055555556;-73.958888888889
409;Hawaiʻi Volcanoes National Park;United States;natural;19.40083;-155.12361
657;Trinity Lavra of St. Sergius;Russia;cultural;56.31035;38.13065
1553;Hedeby;Germany;cultural;54.491111111111;9.5652777777778
187;Hildesheim Cathedral;Germany;cultural;52.148889;9.947222
1422;Golestan Palace;Iran;cultural;35.679722222222;51.420277777778
387;St Kilda;United Kingdom;mixto;57.815;-8.5875
1481;Eridu;Iraq;mixto;30.81583;45.99583
804;Palau de la Música Catalana;Spain;cultural;41.387666666667;2.1752777777778
804;Palau de la Música Catalana;Spain;cultural;41.387666666667;2.1752777777778
1217;Vizcaya Bridge;Spain;cultural;43.323055555556;-3.0169444444444
310;Cave of Altxerri;Spain;cultural;43.268611111111;-2.1347222222222
669;Basilica of San Isidoro;Spain;cultural;42.60075;-5.5709444444444
669;Capela de Ánimas;Spain;cultural;42.881666666667;-8.5418055555556
669;Pamplona Cathedral;Spain;cultural;42.819722222222;-1.6411111111111
1267;Surtsey;Iceland;natural;63.3040256609;-20.6047137915
1660;Aggersborg;Denmark;cultural;56.995608250588;9.2549042690867
1187;Struve Geodetic Arc;Finland;cultural;52.289444444444;25.649444444444
1348;Dead Cities;Syria;cultural;36.33416667;36.84416667
1558;Žatec;Czech Republic;cultural;50.327264913574;13.545859487384
157;Ninstints;Canada;cultural;52.098888888889;-131.2175
419;Gros Morne National Park;Canada;natural;49.689444444444;-57.738055555556
847;Malbork Castle;Poland;cultural;54.039722222222;19.027777777778
1165;Centennial Hall;Poland;cultural;51.106944444444;17.077222222222
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Poland;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Poland;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Poland;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Poland;natural;49.0;15.0
1127;Muskau Park;Poland;cultural;51.547559;14.723229
1187;Struve Geodetic Arc;Sweden;cultural;52.289444444444;25.649444444444
555;Birka;Sweden;cultural;59.336666666667;17.545
559;Drottningholm Palace;Sweden;cultural;59.321694;17.886383
559;Drottningholm Palace;Sweden;cultural;59.321694;17.886383
668;Angkor;Cambodia;cultural;13.433333333333;103.83333333333
307;Liberty Island;United States;cultural;40.69;-74.045
198;Cahokia;United States;cultural;38.653888888889;-90.064444444444
151;Olympic National Park;United States;natural;47.7;-123.75
78;Independence Hall;United States;cultural;39.948888888889;-75.15
251;Agra Fort;India;cultural;27.179583333333;78.021297222222
1342;Silent Valley National Park;India;natural;11.133333333333;76.466666666667
1481;Uruk;Iraq;mixto;31.3259;45.6374
276;Samarra;Iraq;cultural;34.1959;43.88568
276;Samarra;Iraq;cultural;34.1959;43.88568
91;Archbasilica of St. John Lateran;Italy;cultural;41.885905555556;12.506155555556
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Italy;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Italy;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Italy;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Italy;natural;49.0;15.0
696;Kronborg Castle;Denmark;cultural;56.038611111111;12.621944444444
268;Abbey of Saint Gall;Switzerland;cultural;47.423055555556;9.3772222222222
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Switzerland;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Switzerland;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Switzerland;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Switzerland;natural;49.0;15.0
33;Białowieża Forest;Poland;natural;52.75;23.95
1585;Trans-Iranian Railway;Iran;cultural;35.658305555556;51.398333333333
688;Kiyomizu-dera Temple;Japan;cultural;34.994830555556;135.78500277778
775;Hiroshima Peace Memorial;Japan;cultural;34.395555555556;132.45361111111
662;Yakushima;Japan;natural;30.358611111111;130.52861111111
688;Ginkaku-ji Temple;Japan;cultural;35.026666666667;135.79833333333
688;Kinkaku-ji Temple;Japan;cultural;35.0395;135.7285
829;Herculaneum;Italy;cultural;40.806111;14.3475
908;Aeolian Islands;Italy;natural;38.496666666667;14.935833333333
91;Basilica di Santa Maria Maggiore;Italy;cultural;41.8975;12.498611111111
175;Palazzo di Seravezza;Italy;cultural;43.993818;10.231994
1708;Appian Way;Italy;cultural;41.841389;12.5325
1237;Marmolada;Italy;natural;46.424444444444;11.85
175;Villa Medici;Italy;cultural;43.805717;11.289117
175;Villa Medici;Italy;cultural;43.759654;11.277887
1009;Tournai Cathedral;Belgium;cultural;50.606502;3.388903
1187;Struve Geodetic Arc;Lithuania;cultural;52.289444444444;25.649444444444
1096;White City;Israel;cultural;32.077777777778;34.773888888889
1229;Krak des Chevaliers;Syria;cultural;34.756944444444;36.294722222222
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Austria;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Austria;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Austria;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Austria;natural;49.0;15.0
295;Byblos;Lebanon;cultural;34.119501;35.646846
295;Byblos;Lebanon;cultural;34.116666666667;35.65
1195;Nærøyfjord;Norway;natural;60.943611111111;6.9313888888889
788;Mausoleum of Theodoric;Italy;cultural;44.4250456;12.2091687
788;Mausoleum of Theodoric;Italy;cultural;44.424955;12.209425
1533;Palmanova Fortress;Italy;cultural;45.904971;13.310256
842;Paestum;Italy;cultural;40.422631;15.005569
842;Paestum;Italy;cultural;40.42;15.005555555556
175;Villa Medici at Careggi;Italy;cultural;43.807917;11.250282
712;City of Vicenza and the Palladian Villas of the Veneto;Italy;cultural;45.55;11.55
712;City of Vicenza and the Palladian Villas of the Veneto;Italy;cultural;45.55;11.55
1068;Sacro Monte di Oropa;Italy;cultural;45.624614;7.981322
712;Villa Saraceno;Italy;cultural;45.3125;11.56638889
1187;Aavasaksa;Finland;cultural;66.397816;23.725325
749;Arli National Park;Burkina Faso;natural;11.58361111;1.46833333
300;Old Quebec;Canada;cultural;46.809444444444;-71.210555555556
320;Park Güell;Spain;cultural;41.413611111111;2.1527777777778
383;Seville Cathedral;Spain;cultural;37.385742159631;-5.9930955622969
1312;Tower of Hercules;Spain;cultural;43.385833333333;-8.4063888888889
669;Church of Nuestra Señora de la Purificación;Spain;cultural;42.79163889;-1.71788889
1018;House of the Virgin Mary;Turkey;cultural;37.911527777778;27.333972222222
404;Acropolis of Athens;Greece;cultural;37.971666666667;23.726111111111
941;Mycenae;Greece;cultural;37.730833333333;22.756111111111
1484;Shōkasonjuku Academy;Japan;cultural;34.412169;131.417344
739;Schokland;Netherlands;cultural;52.638611111111;5.7716666666667
87;Thebes;Egypt;cultural;25.720555555556;32.610277777778
88;Abu Simbel;Egypt;cultural;22.336944444444;31.625555555556
669;;Spain;cultural;42.27833333;-4.24555556
988;Sant Climent de Taüll;Spain;cultural;42.517222222222;0.84833333333333
320;Church of Colònia Güell;Spain;cultural;41.363797;2.027847
669;Santo Tomás de las Ollas;Spain;cultural;42.554694444444;-6.5794166666667
669;Monastery of Santo Toribio de Liébana;Spain;cultural;43.150333;-4.654339
417;Ses Salines Natural Park;Spain;mixto;38.8;1.42611111
805;Monasteries of San Millán de la Cogolla;Spain;cultural;42.325833333333;-2.86505
442;University of Virginia;United States;cultural;38.035555555556;-78.503333333333
75;Grand Canyon National Park;United States;natural;36.0553;-112.122
27;Mesa Verde National Park;United States;cultural;37.260375;-108.494444
150;Mammoth Cave National Park;United States;natural;37.186944444444;-86.101111111111
492;Taos Pueblo;United States;cultural;36.43889;-105.54167
151;Olympic Mountains;United States;natural;47.833333333333;-123.83333333333
721;Carlsbad Caverns National Park;United States;natural;32.175277777778;-104.44388888889
76;Everglades National Park;United States;natural;25.3125;-80.6875
1517;Philippi;Greece;cultural;41.013056;24.286389
1517;Philippi;Greece;cultural;41.012072;24.284576
404;Temple of Athena Nike;Greece;cultural;37.9715;23.7249
87;Luxor Temple;Egypt;cultural;25.7;32.639166666667
970;Wachau;Austria;cultural;48.36444;15.43417
931;Eggenberg Castle, Graz;Austria;cultural;47.0739;15.3913
1179;Glarus thrust;Switzerland;natural;46.91667;9.25
978;Corfu;Greece;cultural;39.623888888889;19.921388888889
1250;Ciudad Universitaria;Mexico;cultural;19.33222222;-99.18805556
162;Notre-Dame d'Amiens;France;cultural;49.89457;2.3021
868;Notre-Dame d'Amiens;France;cultural;49.89457;2.3021
162;Notre-Dame d'Amiens;France;cultural;49.89457;2.3021
85;Cap Blanc rock shelter;France;cultural;44.9456;1.09694
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;France;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;France;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;France;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;France;natural;49.0;15.0
791;Kabah;Mexico;cultural;20.248425;-89.647297222222
377;Hattusa;Turkey;cultural;40.019722222222;34.615277777778
1366;Selimiye Mosque;Turkey;cultural;41.678056;26.559444
1405;Çatalhöyük;Turkey;cultural;37.6675;32.828333333333
448;Mount Nemrut;Turkey;cultural;37.980738888889;38.740830555556
1496;Hollyhock House;United States;cultural;34.099957;-118.294315
1466;Mission Concepcion;United States;cultural;29.39069104;-98.4901422
1466;Mission Concepcion;United States;cultural;29.3903;-98.4918
1295;Fort Jesus Museum;Kenya;cultural;-4.0711666666667;39.682055555556
369;Giant's Causeway;United Kingdom;natural;55.240833333333;-6.5116666666667
411;Palenque;Mexico;cultural;17.484166666667;-92.046388888889
85;Cro-Magnon rock shelter;France;cultural;44.940277777778;1.0097222222222
868;Cadouin Abbey;France;cultural;44.811527777778;0.87375
868;Grande-Sauve Abbey;France;cultural;44.768677777778;-0.31178055555556
868;abbaye Saint-Jean de Sorde;France;cultural;43.528888888889;-1.0547222222222
868;Saint-Sever Abbey;France;cultural;43.759722222222;-0.57416666666667
868;Abbey of Saint-Gilles;France;cultural;43.676777777778;4.4323333333333
1426;Chauvet Cave;France;cultural;44.3881219;4.4161408
345;Cité de Carcassonne;France;cultural;43.206439;2.363788
345;Cité de Carcassonne;France;cultural;43.206439;2.363788
1360;northern French coal mining region;France;cultural;50.4625;3.54611
943;Belfry of Nieuwpoort;Belgium;cultural;51.12917;2.75208
943;Mechelen City Hall;Belgium;cultural;51.02778;4.48111
1133;Sonian Forest;Belgium;natural;50.7706;4.4467
943;Belfry of Gembloux;Belgium;cultural;50.560719;4.692933
943;Belfry of Menen;Belgium;cultural;50.783333333333;3.1166666666667
707;Potala Palace;People's Republic of China;cultural;29.657777777778;91.116944444444
439;Forbidden City;People's Republic of China;cultural;39.915833333333;116.39083333333
1279;Mount Wutai;People's Republic of China;cultural;39.081388888889;113.56694444444
881;Temple of Heaven;People's Republic of China;cultural;39.8822;116.4066
1135;Capital Cities and Tombs of the Ancient Koguryo Kingdom;People's Republic of China;cultural;41.15694444;126.18722222
779;Mount Emei;People's Republic of China;mixto;29.519722222222;103.3325
857;Grand-Place;Belgium;cultural;50.84670775;4.35253815
1298;Stoclet Palace;Belgium;cultural;50.83514;4.41625
855;Béguinages in Flanders;Belgium;cultural;51.030972222222;4.47375
855;Liers Begijnhof;Belgium;cultural;51.128056;4.568056
81;Notre-Dame de Chartres;France;cultural;48.447777777778;1.4877777777778
81;Notre-Dame de Chartres;France;cultural;48.447777777778;1.4877777777778
344;Pont du Gard;France;cultural;43.9473;4.5355
344;Pont du Gard;France;cultural;43.9473;4.5355
1625;Cordouan Lighthouse;France;cultural;45.5863198;-1.1733254
160;Palace of Fontainebleau;France;cultural;48.402222222222;2.7005555555556
1603;Crozet Islands;France;natural;-46.38;51.67
770;Canal du Midi;France;cultural;43.61111111;1.41833333
161;Château de Chambord;France;cultural;47.616111111111;1.5172222222222
1283;Arras citadel;France;cultural;50.2824;2.7591
601;Reims Cathedral;France;cultural;49.253888888889;4.0341666666667
635;Bourges Cathedral;France;cultural;47.08222;2.39917
635;Bourges Cathedral;France;cultural;47.08222;2.39917
868;Bourges Cathedral;France;cultural;47.08222;2.39917
559;Chinese Pavilion at Drottningholm;Sweden;cultural;59.31694444;17.87861111
712;Villa Godi;Italy;cultural;45.746141;11.534439
175;Villa Castello;Italy;cultural;43.819444;11.228167
712;Villa Thiene;Italy;cultural;45.5729814;11.6249847
1068;Sacro Monte di Varallo;Italy;cultural;45.81861111;8.25472222
712;Villa Gazzotti Grimani;Italy;cultural;45.55916667;11.60055556
712;Villa Zeno;Italy;cultural;45.70027778;12.64305556
712;Villa Serego;Italy;cultural;45.499444444444;10.925555555556
712;Villa Angarano;Italy;cultural;45.78055556;11.72361111
751;Verla;Finland;cultural;61.061992;26.640016
579;Sammallahdenmäki;Finland;cultural;61.11767375;21.7751687
999;;Brazil;natural;-17.4;-57.5
830;Amalfi Coast;Italy;cultural;40.633333333333;14.6
398;Castel del Monte;Italy;cultural;41.0847535;16.2709346
1026;Val d'Orcia;Italy;cultural;43.066666666667;11.55
91;Basilica of Saint Paul outside the Walls;Italy;cultural;41.858611111111;12.477222222222
93;Santa Maria delle Grazie;Italy;cultural;45.466008;9.170408
93;Santa Maria delle Grazie;Italy;cultural;45.465833333333;9.1711111111111
833;Su Nuraxi di Barumini;Italy;cultural;39.7028565;8.9998843
907;Hadrian's Villa;Italy;cultural;41.941944;12.775278
558;Skogskyrkogården;Sweden;cultural;59.275555555556;18.099444444444
558;Skogskyrkogården;Sweden;cultural;59.275555555556;18.099444444444
496;St Augustine's Abbey;United Kingdom;cultural;51.278127777778;1.0882055555556
487;Henderson Island;United Kingdom;natural;-24.375;-128.325
1084;Kew Gardens;United Kingdom;cultural;51.478888888889;-0.29361111111111
769;Uvs Lake;Russia;natural;50.3;92.7
1023;Wrangel Island;Russia;natural;71.233333333333;-179.4
719;Yugyd Va National Park;Russia;natural;64.4631;59.0123
768;Golden Mountains of Altai;Russia;natural;50.466666666667;86.0
768;Golden Mountains of Altai;Russia;natural;50.466666666667;86.0
540;Krasnoye Selo;Russia;cultural;59.736245;30.086205
425;Blenheim Palace;United Kingdom;cultural;51.841362665639;-1.3609483075589
998;Anavilhanas National Park;Brazil;natural;-2.39472222;-60.92055556
1004;Eastern Qing Tombs;People's Republic of China;cultural;40.193333333333;117.65111111111
1039;Yungang Grottoes;People's Republic of China;cultural;40.109722222222;113.12222222222
779;Leshan Giant Buddha;People's Republic of China;mixto;29.546944444444;103.76925
911;Wuyi Mountains;People's Republic of China;mixto;27.716667;117.683333
911;Wuyi Mountains;People's Republic of China;mixto;27.716667;117.683333
604;Yuriev Monastery;Russia;cultural;58.486388888889;31.284722222222
540;Sestroretsky Razliv;Russia;cultural;60.086944444444;30.010277777778
931;City of Graz – Historic Centre and Schloss Eggenberg;Austria;cultural;47.074166666667;15.391666666667
1614;Artists' Colony in Darmstadt;Germany;cultural;49.87543334529;8.6665039701752
783;Melanchthonhaus;Germany;cultural;51.86472;12.65083
1631;Castra Novaesium;Germany;cultural;51.1839;6.72194
367;Igel Column;Germany;cultural;49.7092;6.54944
931;Innere Stadt;Austria;cultural;47.0719;15.4408
785;Semmering railway;Austria;cultural;47.643;15.831
1363;Nussbaumersee;Switzerland;cultural;47.616111111111;8.8172222222222
975;Zollverein Coal Mine Industrial Complex;Germany;cultural;51.4865;7.04408
687;Völklingen Ironworks;Germany;cultural;49.25056;6.84528
897;Wartburg;Germany;cultural;50.966111111111;10.306388888889
896;Museum Island;Germany;cultural;52.521388888889;13.395555555556
367;Porta Nigra;Germany;cultural;49.759722222222;6.6438888888889
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Germany;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Germany;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Germany;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Germany;natural;49.0;15.0
288;Augustusburg and Falkenlust Palaces;Germany;cultural;50.8275;6.9080555555556
1127;Muskau Park;Germany;cultural;51.547559;14.723229
169;Würzburg Residence;Germany;cultural;49.79279761747;9.9388890432453
974;Reichenau Island;Germany;cultural;47.693055555556;9.0630555555556
271;Wieskirche;Germany;cultural;47.6806;10.900445
534;Dessau-Wörlitz Garden Realm;Germany;cultural;51.8636;12.2814
515;Abbey and Altenmünster of Lorsch;Germany;cultural;49.65369;8.56858
515;Abbey and Altenmünster of Lorsch;Germany;cultural;49.653888888889;8.5688888888889
515;Abbey and Altenmünster of Lorsch;Germany;cultural;49.65369;8.56858
515;Abbey and Altenmünster of Lorsch;Germany;cultural;49.65369;8.56858
515;Abbey and Altenmünster of Lorsch;Germany;cultural;49.653888888889;8.5688888888889
515;Abbey and Altenmünster of Lorsch;Germany;cultural;49.653888888889;8.5688888888889
546;Maulbronn Monastery;Germany;cultural;49.0011;8.8129
187;St. Michael's Church;Germany;cultural;52.1529;9.9435
1187;Struve Geodetic Arc;Russia;cultural;52.289444444444;25.649444444444
632;Solovetsky Islands;Russia;cultural;65.024444;35.710556
404;Temple of Rome and Augustus;Greece;cultural;37.971625;23.727293
1187;Struve Geodetic Arc;Belarus;cultural;52.289444444444;25.649444444444
33;Białowieża Forest;Belarus;natural;52.75;23.95
1631;Laurium;Netherlands;cultural;52.08606;4.88395
759;Fort bij Nigtevecht;Netherlands;cultural;52.275;5.01722
759;Fort bij Abcoude;Netherlands;cultural;52.27;4.980556
759;Fort Werk 4;Netherlands;cultural;52.27111;5.17611
759;Westbatterij Muiden;Netherlands;cultural;52.336;5.0668611111111
1631;Traiectum;Netherlands;cultural;52.090692;5.121642
1631;Fectio;Netherlands;cultural;52.05611;5.16556
1631;Fectio;Netherlands;cultural;52.05671;5.16577
1441;Van Nelle Factory;Netherlands;cultural;51.922778;4.433611
941;Tiryns;Greece;cultural;37.599444444444;22.799722222222
941;Tiryns;Greece;cultural;37.596719;22.799814
1733;Zominthos;Greece;cultural;35.24869444;24.88713889
404;Erechtheion;Greece;cultural;37.972083333333;23.726527777778
1733;Phaistos;Greece;cultural;35.05123;24.814267
1733;Phaistos;Greece;cultural;35.051267;24.810922
725;Dobšinská Ice Cave;Slovakia;natural;48.868333333333;20.304444444444
1273;Church of the Holy Trinity;Slovakia;cultural;49.133333;20.428333
1273;Church of Saint-Francis of Assisi;Slovakia;cultural;49.246669444444;21.203611111111
622;Vlkolínec;Slovakia;cultural;49.0397;19.2784
1187;Struve Geodetic Arc;Estonia;cultural;52.289444444444;25.649444444444
1187;Struve Geodetic Arc;Latvia;cultural;52.289444444444;25.649444444444
1572;Göbekli Tepe;Turkey;cultural;37.223055555556;38.9225
1731;Sardis;Turkey;cultural;38.488314;28.040286
1731;Sardis;Turkey;cultural;38.488333;28.040278
1018;Çukuriçi Höyük;Turkey;cultural;37.9292;27.3594
860;Kroměříž Castle;Czech Republic;cultural;49.300277777778;17.393055555556
588;Danube Delta;Ukraine;natural;45.2;29.5
1187;Struve Geodetic Arc;Ukraine;cultural;52.289444444444;25.649444444444
1273;Church of Saint Nicolas;Slovakia;cultural;49.3524967;21.7077506
1643;Žale Central Cemetery;Slovenia;cultural;46.070781083;14.531855141
620;Spiš Castle;Slovakia;cultural;49.000555555556;20.768333333333
598;Voroneț Monastery;Romania;cultural;47.5170438;25.8641623
598;churches of Moldavia;Romania;cultural;47.733;25.933
263;Belém Tower;Portugal;cultural;38.691388888889;-9.2158333333333
263;Jerónimos Monastery;Portugal;cultural;38.697846;-9.205601
44;Thracian Tomb of Kazanlak;Bulgaria;cultural;42.625555555556;25.399166666667
43;Madara Rider;Bulgaria;cultural;43.2773746;27.1188945
588;Danube Delta;Romania;natural;45.2;29.5
88;Agilkia island;Egypt;cultural;24.0252109;32.8842688
791;Uxmal;Mexico;cultural;20.359444444444;-89.771388888889
1061;Calakmul;Mexico;mixto;18.105;-89.810555555556
1061;Calakmul;Mexico;mixto;18.105;-89.810555555556
1187;Struve Geodetic Arc;Moldova;cultural;52.289444444444;25.649444444444
1209;Agave Landscape and Ancient Industrial Facilities of Tequila;Mexico;cultural;20.628286;-103.769989
1351;Historic downtown of Mexico City;Mexico;cultural;19.432777777778;-99.133055555556
412;Historic downtown of Mexico City;Mexico;cultural;19.432777777778;-99.133055555556
1351;Aculco Municipality;Mexico;cultural;20.116666666667;-99.833333333333
216;Monastery of Saint John of Rila;Bulgaria;cultural;42.133333333333;23.340277777778
570;Butrint;Albania;cultural;39.757066;20.016628
97;Diocletian's Palace;Croatia;cultural;43.508055555556;16.438333333333
963;Šibenik Cathedral;Croatia;cultural;43.735555555556;15.889166666667
34;Fort Vredenburgh;Ghana;cultural;5.05214;-1.48391
1152;Thingvellir National Park;Iceland;cultural;64.258055555556;-21.125
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Ukraine;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Ukraine;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Ukraine;natural;49.0;15.0
1133;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;Ukraine;natural;49.0;15.0
1330;Residence of Bukovinian and Dalmatian Metropolitans;Ukraine;cultural;48.296641666667;25.924905555556
600;banks of the Seine;France;cultural;48.85;2.35889
943;Belfry of Rue;France;cultural;50.27258;1.66875
1256;port of the Moon;France;cultural;44.838888888889;-0.57222222222222
943;Belfry of Abbeville;France;cultural;50.107228;1.832961
943;Belfry of Boulogne-sur-Mer;France;cultural;50.725019;1.613189
868;Oloron Cathedral;France;cultural;43.187778;-0.616111
868;Basilique Saint-Eutrope de Saintes;France;cultural;45.743333333333;-0.64138888888889
868;Église Saint-Hilaire de Melle;France;cultural;46.22;-0.14972222222222
943;Belfry of Gravelines;France;cultural;50.986761;2.126092
1007;Cederberg;South Africa;natural;-32.3333;19.0833
916;Robben Island;South Africa;cultural;-33.805;18.37
1055;Lamu;Kenya;cultural;-2.2686111111111;40.900277777778
98;Plitvice Lakes National Park;Croatia;natural;44.880445;15.616035
84;Vézelay Abbey;France;cultural;47.466388888889;3.7483333333333
868;Church of Saint-Pierre d'Aulnay;France;cultural;46.02287;-0.35516
848;Khirokitia;Cyprus;cultural;34.796725;33.343719444444
1008;Guantánamo;Cuba;cultural;20.138333;-75.206111
1076;Gobustan State Historical and Cultural Reserve;Azerbaijan;cultural;40.10555556;49.38888889
958;Palace of the Shirvanshahs;Azerbaijan;cultural;40.366111111111;49.833333333333
1160;Madriu-Perafita-Claror Valley;Andorra;cultural;42.492147;1.594426
914;iSimangaliso Wetland Park;South Africa;natural;-27.8389;32.55
914;iSimangaliso Wetland Park;South Africa;natural;-28.0;32.5
17;Omo River;Ethiopia;cultural;4.4969;36.0138
17;Omo River;Ethiopia;cultural;8.2563;37.4899
